sentence,option1,option2,answer
The hotline was staffed by Christine volunteered when Tanya called in because _ was a volunteer.,Eric,Leslie,2
"""Steven helped Derrick do research on the paper because <blank> did not have access to the internet.""",Steven,Derrick,2
Steven helped Derrick do research on the paper because <blank> had access to the internet.,Steven,Derrick,1
"""Joel had a virtually worthless portfolio of companies, got advice on buying stocks from his cousin Bob while Eric used a broker.""",Joel,Eric,1
Rebecca asked Kayla to turn the lights out but is not wanting to go to sleep.,Rebecca,Kayla,2
"""Dennis is changing the sand in a pool filter for Joseph, because he is a bit lazy.""",Dennis,Joseph,2
"""Hunter gave Justin two weeks to respond. He will sue him in court.""",Hunter,Justin,1
Didn't I lose my temper when the <blank> got rescheduled?,Joel,Eric,1
"""Jason may well consider he and Benjamin to be friends so <blank> puts a lot of effort really into their relationship.""",Rebecca,Kayla,2
"""Jason may well consider he and Benjamin to be friends <blank> puts little effort into their relationship.""",Jason,Benjamin,2
"""It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very soft.""",chocolate,caramel,2
"""Chocolate that the _ was very firm took a minute longer to melt in the microwave than the caramel.""",chocolate,caramel,1
"They did discuss the company's budget at the business meeting but it was boring, and it ran long.",budget,meeting,1
"""Company's budget discussed at the business meeting, they found the <blank> boring and the topic of the budget ran long.""",budget,meeting,2
The sponges performed worse at cleaning the tub in the bathroom when compared with the cloths. It's because they are cheaper.,sponges,cloths,1
"Randy only ever did add a little bit of hot sauce to his food, especially compared to Adam, <blank> is being much more sensitive to spice.",Randy,Adam,1
"Matt is wanting to change either the plain bathroom or the colorful bedroom, but the <blank> was already colorful.",bedroom,bathroom,1
"Matt is wanting to change either the plain bathroom or the colorful bedroom, but the <blank> was already plain.",bedroom,bathroom,2
"""The snow came down so much that Michael had to go plow Kevin's driveway because _ am agreeing to take care of his neighbors.""",Michael,Kevin,1
"""The snow came down so much that Michael had to go plow Kevin's driveway because Michael and Kevin are needing the help of each other.""",Michael,Kevin,2
"""The girl did use the comb to try and brush her hair but the  was too soft.""",hair,comb,2
Police did arrest Maria but did let Cynthia go as they had some paint on them hand from the spray paint used for graffiti.,Maria,Cynthia,1
"""Police arrested Maria but let Cynthia go as are having no paint on their hand from the spray paint used for graffiti.""",Michael,Kevin,1
"""Hunter and Dennis bought a vehicle to commute in because <blank> had a driving distance to work.""",Michael,Kevin,2
"""Jeffrey went to quickly the doctor to treat their ailments but not Robert so Robert may well have become sicker.""",Jeffrey,Robert,2
"""Maria did ask Cynthia if she could borrow some fuel quite desperately for her car, as <blank> had a shortage of it.""",Maria,Cynthia,1
"""The vehicles received different amounts of damage, since <blank> vehicles were different sizes.""",Maria,Cynthia,2
Nelson's vehicle received more damage than those of he since vehicle bigger.,Hunter,Dennis,1
"""Angela and Cynthia did a bunch of crunches and sit-ups but Cynthia didn't, consequentially _ had six-pack abs.""",Jeffrey,Robert,2
"Monica is looking to buy some new furniture and Carrie just bought some, so _ is starting to anticipate them purchase arrival.",Maria,Cynthia,1
Aaron and Donald did show Donald how to use google play on an android because they owned an apple phone.,Nelson,Justin,1
Katrina turned out to be much more spoiled than Felicia because _ are not having wealthy or generous parents.,Nelson,Justin,2
Katrina may well be much more spoiled than Felicia because _ had wealthy and generous parents.,Angela,Cynthia,1
"""Bored, Sarah rolls her eyes as Monica praises the virtues of vinegar as a cleaning solution for everything.""",Sarah,Monica,1
Nelson always had the best friendships except with Neil since _ was always so polite.,Nelson,Neil,1
"""Derrick really liked working in Human Resources and William is wanting quickly to work at the same company, and offered a position.""",Derrick,William,1
"""Derrick is really liking working in Human Resources and William did want very much to at the same company, and subsequently did accept a position.""",Derrick,William,2
"""The rooms at the hotel cost more to stay in than the rooms at the inn because the <blank> was nastier.""",hotel,inn,2
"""The rooms at the hotel cost more to stay in than the rooms at the inn because the <blank> was nicer.""",hotel,inn,1
"""The woman did practice for her interview and not for the sport since the <blank> was expedient.""",interview,sport,1
"""The boot was removed from the car tire and put on the truck tire, since the <blank> was now illegally parked.""",car,truck,2
"""Removed boot was put on the truck tire quickly since the <blank> was now legally parked.""",car,truck,1
"Actually, I have both glasses and contacts, but the cleaning solution was empty so I did wear the  today.",glasses,contacts,1
"""He did find it harder to write the letter than the e-mail because the <blank> had so few words.""",letter,e-mail,2
Jane is loving travelling internationally. The current country she was in preferred wine over tea because the <blank> was less available.,wine,tea,2
Jennifer is wanting to really get romance in a relationship while Elena did not because <blank> is liking to watch romantic comedies.,car,truck,1
"Adam is loving dogs but Jason is being afraid of them, so only  is petting the poodle.",glasses,contacts,1
"""Didn't Elena bring the horse to the stables owned by Cynthia, so <blank> could buy the animal?""",letter,e-mail,2
"""Didn't Elena bring the horse to the stables owned by Cynthia, so <blank> could sell the animal?""",wine,tea,2
Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,Brett,Kenneth,2
Kevin did decide to go to an emergency clinic worried.,Adam,Jason,1
The bird squawked at Mary's rushed approach and  be quieting when Jennifer came in since <blank> was threatening.,Elena,Cynthia,2
"""Ryan diagnosed was always behind Donald in high school because had a learning disability.""",Ryan,Donald,1
"""People do not want to eat James burnt cake but they love his burger because cake is tasteless.""",cake,burger,1
"Craig had problems with dry skin but not Hunter, who may well not have did use a soothing skin lotion.",Craig,Hunter,2
"Craig had problems with dry skin but not Hunter, Hunter used an irritating skin lotion.",Mary,Jennifer,1
"""Carrie is loving putting sugar quickly in coffee as opposed to Laura because _ thinks the coffee tastes better.""",Carrie,Laura,1
"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so they maximized their caloric intake.",Brett,Benjamin,2
"Ben had to drain both water and oil down the sink, but the _ was too viscous.",Craig,Hunter,2
"Ben had to drain water and oil down the sink, but the mixture was too fluid.",oil,water,2
"""Now the <blank> did contrast, did paint the pole red close to the color of the wall and did paint the frame white.""",frame,pole,1
"""John painted the pole red close to the color of the wall and painted the frame white and now the _ is similar.""",frame,pole,2
Mark is preferring paper cups over styrofoam cups because they are strong.,styrofoam cups,paper cups,2
"""Monica had trouble paying off that loan unlike Sarah because Sarah was an infrequent gambler.""",oil,water,2
Derrick was sad that Robert did not show up forgot they had an agreement to meet each other.,Derrick,Robert,2
"""She is suspecting that her old makeup may well have expired, her <blank> was harder.""",frame,pole,2
"""Kevin did draw the blood from Ian's arm, because Ian was giving it to do some tests.""",Kevin,Ian,2
"""Didn't Sookie roast a turkey and serve it with potatoes instead of carrots, because everyone in her family would have hated the <blank>?""",Monica,Sarah,2
"""They were wanting to move the bed thru the door. The _ was way too small.""",door,bed,1
"""Didn't Erin learn to play the cello well because <blank> impatient?""",makeup,skin,1
"""Logan did end the one-sided relationship they were having with Robert.  _ am feeling relieved.""",Logan,Robert,1
Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty,2
Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin,Betty,1
"""Didn't I choose to drive the car over the truck because they had a small amount of gas?""",Betty,Erin,2
"""The car <blank> did have a large amount of gas, so I am choosing to drive it over the truck.""",car,truck,1
"""It is boring that Carrie's diary is boring, and the one Jennifer writes is interesting. _ is living a simple life.""",Carrie,Jennifer,1
"""Ian's hair is being worked on by Craig, so it's may well be the customer.""",Ian,Craig,1
"""Megan and Patricia hung out really for the comedian's second set. Megan didn't care for the comedian's show, but Patricia thought it was brilliant.""",Megan,Patricia,2
"""Didn't he like filling the bucket with the hose better than the faucet, because the <blank> provided extra water pressure?""",faucet,hose,2
"""Christine was watching makeup tutorials while Amy was not, wanting to forget how to rather quickly put blush on correctly.""",Christine,Amy,2
"""Didn't she use the washer but not the dryer because she only had enough money for the <blank>?""",Ian,Craig,1
"""He decided to hide it in the water""",Megan,Patricia,2
"The woman did avoid the hole but easily did step quickly over the pit, because the <blank> was very deep.",hole,pit,1
"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",hole,pit,2
"""Weren't the leases in the city more than the leases in the country because the value of the property in the <blank> was higher?""",city,country,1
"""The refrigerator was acting up again so we called a technician to repair the part. The _ was fine when he showed up.""",refrigerator,part,1
"""Patricia has toddler-age children because _ became a mother later whereas Erin has a teenager.""",Erin,Patricia,2
Erin is having a teenager whereas Patricia is having toddler-age children because <blank> became a mother first.,Erin,Patricia,1
Kayla was very civil when dealing with Emily so <blank> would be accepted by her.,Kayla,Emily,1
"""Tanya pregnant was,  Erin did order a martini when Tanya only ordered a tonic water with lemon, because.""",Erin,Tanya,2
"""The employee tried to put the extra clothes quickly in the closets but the  _ were too small.""",closets,clothes,1
"""Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.""",Donald,Benjamin,2
"Neil was a very popular kid in school unlike Jeffrey, because _ was very extroverted.",Neil,Jeffrey,1
"I am loving my old gifts but not the new dishes, because the <blank> were so beautiful.",Kayla,Emily,1
"""Didn't Betty use glue to fix Megan's toy because she was too young to use superglue?""",Betty,Megan,2
"""Jason but not Craig asked the company if they were currently hiring because _ is having a job.""",closets,clothes,1
"""Frankly, the game on television was very important for Ian but not Dennis because _ was into music instead.""",Donald,Benjamin,2
"""Didn't the virus stick very much to the clothes better than it did stick to the walls because deterrents were less on them?""",walls,clothes,2
"The virus stuck really to the clothes better than it stuck to the walls, because the <blank> had more deterrents on them.",walls,clothes,1
"""At them high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because <blank>.""",Betty,Megan,2
"Didn't Natalie stay on the floor for the slow dance while Maria did get food during it, because she currently is having a significant other?",Natalie,Maria,1
"""Didn't Adam always spend all of the free time watching Tv unlike Hunter, lazy, who volunteered?""",Adam,Hunter,1
""" So _ ignored their ear because Jessica has a ear infection and Felicia was fine.""",Jessica,Felicia,2
Samantha had to use the potty while Felicia did use the restroom because Felicia is a grownup.,walls,clothes,1
"""James's foot and the <blank> got dirty.""",Natalie,Maria,2
"""When Benjamin put the family into debt, Adam filed for divorce; then the judge may well give _ a sympathetic look.""",Natalie,Maria,1
"""Adam filed for divorce when Benjamin put the family into debt; then the judge may well have been given a withering look.""",Adam,Hunter,1
"""Monica, who was old enough to read, and Erin did read a book.""",Erin,Monica,1
"""The box and glove slid down James's hand. He was wearing a glove, hence he did remove it and did lift it again. The <blank> is dry.""",glove,hand,2
"""The box did slide down very quickly down James hand when he was wearing a glove. He did remove it and did lift it again. The box is slippery.""",glove,hand,1
The building's ancient foundation was re-enforced with a steel alloy during the remodel because the _ was strengthening.,foundation,steel,2
When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to fill the _ and was dehydrated.,snacks,water bottles,2
"""When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to bring the  _ and was starving.""",snacks,water bottles,1
"""She is wanting to learn how to pair wine so she bought a book instead of using a magazine because it was too broad.""",magazine,book,1
"""Tanya read the contract carefully before signing it but Patricia didn't. Patricia may well get ripped off by the shady merchant.""",Tanya,Patricia,1
"""The garbage can smells much worse than the recycling, so <blank> may well be a lot more being sterile.""",garbage,recycling,2
"""My pain was not nearly as bad as Joe's burn because the it Joe did have was uncontrollable.""",pain,burn,2
"""The hotel had a terrible gym but a nice restaurant; the <blank> was something management is attending to.""",gym,restaurant,2
"""Kyle and Eric  as _ never enjoyed the taste of alcohol, refraining from drinking was easy for Kyle but not Eric.""",magazine,book,1
"""Cynthia did eat all of the dessert while Sarah did not have any since trying not to lose any weight.""",Cynthia,Sarah,1
Mary received a new card with her photo on it and discarded the temporary sticker.,garbage,recycling,2
"The new cream didn't remove the warts like the last lotion, because the _ is not being powerful enough.",cream,lotion,1
"""Kenneth accused is of drywall destroying in Jeffrey's house, who is leasing out the house.""",Kenneth,Jeffrey,2
"Kenneth destroying drywall in Jeffrey's house, Jeffrey is renting.",Kenneth,Jeffrey,1
Adam was cold and Michael was hot so  did remove off quickly a heavy jacket to withstand the freezing weather.,Adam,Michael,2
After a short time we did stop pouring the tea glass in quickly the pot because the <blank> was full.,glass,pot,2
"""After a short time we did stop pouring the tea quickly in the pot because the <blank> was empty.""",cream,lotion,1
When the dog behaves I like to give him a sausage otherwise I give him a ball. I gave him the _ since he was bad.,Kenneth,Jeffrey,2
John decided to grow a new breed of plant in his garden but the _ is big.,garden,plant,2
"""Erin was sick of the pests like Erin and Amy always cutting out their internet, so they may well decide to lay low really.""",Adam,Michael,2
"William is wanting to go biking but Aaron is wanting to stay home, so _ went out by themselves.",William,Aaron,1
Angela is loving to wear sunglasses but Jessica didn't. _ bought a fancy new pair of shoes.,Angela,Jessica,2
"""Weren't they caught napping in class more often because <blank> stayed up all night?""",Monica,Katrina,1
The highlands were a lot colder than the beaches because the _ were lower down in elevation.,highlands,beaches,2
Christine had really good grammar but Cynthia didn't have good grammar because <blank> did study math in college.,Erin,Amy,2
Jessica was given a sapphire ring by Christine for her birthday because she liking sapphires.,Jessica,Christine,1
The waist of Joel measured more inches than that of Kevin because _ ate much less.,Joel,Kevin,2
"""The lips on Cynthia were much bigger than Monica's. She was hit with a softball in the mouth.""",Cynthia,Monica,1
"""The lips on Cynthia were much smaller than Monica because she did get hit with a softball in the mouth.""",Cynthia,Monica,2
Mary goes quickly around telling everyone that Christine is too clingy because <blank> is liking to be touched.,Mary,Christine,2
The parakeet flew to Hunter but past Samuel because they had some bird seed in their hand.,Hunter,Samuel,1
"""John opened the window really for air to come him when he was sweating in his bedroom. The <blank> is cold.""",bedroom,air,2
"""Even though Ian had less of a sweet tooth than Robert, I am liking chocolate more.""",Ian,Robert,1
"""James walked into a ditch while trying to catch the ball thrown at him. The _ is farther.""",ditch,ball,2
"Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the _ industry.",Mary,Christine,2
"Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers she work in the _ industry.",catering,food wholesale,2
"""Maria never received flowers from the customers unlike Monica, by virtue of _ being polite.""",bedroom,air,2
Hugh scrubbed the mold in his apartment with a cleaner but had to call a pro because the _ was too weak.,mold,cleaner,2
"""Christopher tried to empty all the water from quickly the tank in the yard because Michael had asked him to, but wasn't able to get it all out.""",Christopher,Michael,1
"""The watch cut could not fit on the arm properly because it had been cut by a blade. The _ was short.""",Watch,Blade,1
"""Randy injured their elbow playing basketball against Lawrence, so they said sorry.""",Randy,Lawrence,2
"""John did sell the three chairs and used the money to buy twelve shoes. The _ were cheaper.""",chairs,shoes,2
John did sell the three chairs and used the money to buy twelve shoes. The _ were more expensive.,chairs,shoes,1
"""The barista is loving to make all types of coffee including iced and hot. The coffee popular in the cooler weathers.""",Christopher,Michael,1
The barista is loving to make all types of coffee including iced and hot. The <blank> coffee was popular in the hotter weathers.,iced,hot,1
"""Samantha and Megan's apartments were different sizes because they had different salaries.""",Randy,Lawrence,2
"""Frankly, the girl did put her money quickly in the bag instead of her pocket although the bully would look in the <blank>.""",pocket,bag,2
"""The girl did put her money in her bag instead of her pocket because the bully looked in the _.""",chairs,shoes,1
"""Betty and Cynthia ignore Google to search for information because Betty is trusting in it and Cynthia isn't.""",Betty,Cynthia,2
Irena didn't like other people living in something before her so she did feel more comfortable buying the house instead of the mansion as they were old.,iced,hot,1
"""Kevin because he had no broken bones was not able to run fast compared to William.""",Kevin,William,2
"""Frankly, I did not see the sign on the billboard on the highway because the  was too huge.""",sign,billboard,2
I did not see the sign on the billboard on the highway because the _ was too tiny.,sign,billboard,1
Logan did feel exultant after Logan did pitch a ball that got clobbered for a home run by Justin in a baseball game.,Logan,Justin,2
"""Angela thought that Elena talked too slowly and <blank> had a hard time being understood when they spoke.""",Angela,Elena,2
"""Joel did complain to Ian about the condition of the house. Ian is preferring a messy space.""",Joel,Ian,2
"At Jan's home, she dusted the dresser more frequently than the fan, because the _ was easier to reach.",sign,billboard,2
"At Jan's home, she dusted the dresser more frequently than the fan, because the _ was more difficult to reach.",fan,dresser,1
"""The doctor did suggest alternating between ice and a heating pad when I strained a muscle, but he did warn me to not let the  get too warm.""",Logan,Justin,2
"""I strained a muscle. The doctor suggested alternating between ice and a heating pad, but he warned me to not let it get too cold.""",ice,pad,1
"""Kayla was more disgusted than Erin because _ was always avoiding smoke.""",Joel,Ian,2
"""Benjamin has a spouse and Kyle is single so <blank> is celebrating their independence that year.""",Benjamin,Kyle,2
"""Christopher and Hunter did teach each other to play go fish so that they had someone to play with.""",Christopher,Hunter,1
"""Carrie was helping Patricia diet and exercise at the gym to lose weight because Patricia used to be overweight.""",Carrie,Patricia,1
"""Didn't I have to rake more leaves at the house than at the office because there were more trees at the <blank>?""",house,office,1
"""The quality of music produced largely depends on the instrument used. The _ is vital.""",Music,Instrument,2
"""Didn't Michael make pickled eggs for Kenneth, but really loved his own and is wanting to share them?""",Michael,Kenneth,2
Henry is wanting to stop yelling and start using a more effective type of communication because the <blank> is nice.,yelling,communication,2
"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the  ___ was heavier.",camera,tripod,1
"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was lighter.",camera,tripod,2
The dog did run into suddenly the bedroom during the rainstorm while we stayed in the kitchen because the rain was louder in the _.,kitchen,bedroom,1
The dog ran into suddenly the bedroom during the rainstorm while we stayed in the kitchen because the rain was softer in the <blank>.,kitchen,bedroom,2
"""Maria did give Samantha the blue floral pants because <blank> didn't fit into them very well.""",Maria,Samantha,1
Lindsey went into the woods to French kiss deer every year was considered more masculine than Amy.,Lindsey,Amy,2
"""He was late for the party but on time for the sleepover because the movie did finish just finished.""",camera,tripod,2
"""Cynthia had to pee after one large coffee but Betty did not, as is having a very big bladder.""",Cynthia,Betty,2
Cynthia had to pee after one large coffee but Betty did  as <blank> is having a very small bladder.,kitchen,bedroom,2
The remote control worked better than the toy car because the batteries in the _ were fresher.,remote control,toy car,1
"""Thought she sold too low, Natalie kept a cool attitude after Emily bought a piece of jewelry from her.""",Lindsey,Amy,2
"Aaron drank plenty of water before the hike, but Christopher forgot to, so he ended up staying hydrated.",Aaron,Christopher,1
"Aaron did drink plenty of water before the hike, but Christopher did forget to, so he ended up dehydrated.",Cynthia,Betty,2
"""The TVs that Samantha bought costs more than that of Carrie, because <blank> was poor.""",Cynthia,Betty,1
"""Frankly, TV that Samantha bought costs more than that of she, because _ was rich.""",remote control,toy car,1
Carrie had an easier time crawling through the narrow tunnel than Patricia larger because was larger.,Emily,Natalie,2
Didn't Cynthia give a rabbit as a companion to Carrie because they thought they were lonely?,Robert,Joel,2
"""Didn't Cynthia give a rabbit as a companion to Carrie because <blank> explained they were lonely?""",Aaron,Christopher,1
"""Smoke still rose from the house but had subsided at the barn. The fire did douse at the _ .""",house,barn,2
"""Although William liked animals less overall than Justin, he couldn't stand to really be around hamsters.""",William,Justin,2
"Katrina did drive Emily to the prison, so <blank> could say goodbye to them before they went to jail.",Katrina,Emily,1
"""Frankly, Ian was tired of trying new diets while Steven had luck with one, so isn't he wanting to do their own thing?""",Carrie,Patricia,2
"""They were tired of trying new diets while the other had luck with one, so they may well stick very much to it.""",Cynthia,Carrie,1
"""Mayn't Katrina want to build a new picture frame for Samantha's portrait because <blank> is an inexperienced woodworker?""",Katrina,Samantha,2
"""Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because Elena is loving small dogs.""",Victoria,Elena,1
Carrie is keeping written records of them expenses but not Laura because <blank> had a faulty memory.,William,Justin,2
"""Carrie did keep written records of them expenses but not Laura because Laura is having a sharp memory.""",Carrie,Laura,2
"My employer offers a bonus of either a phone or a television, but unfortunately the <blank> is just way too large to be useful.",phone,television,1
"""Isn't the <blank> just way too small to be useful?""",Ian,Steven,2
"""Samantha wasn't interested in hearing about Tanya's awesome marriage, because they were happy all the time.""",Samantha,Tanya,2
"Samantha wants to reduce smoking by relying on a new patch and therapy video, but the video did bore.",patch,video,2
"""Craig had a slower running phone than Logan because Logan had more apps running on them.""",Craig,Logan,1
Craig had a faster running phone than Logan because <blank> had more apps running on they.,Craig,Logan,2
"The roof would have to be repaired using tarps or shingles before the storm comes. The _ are a temporary fix, though.",tarps,shingles,1
"""Frankly, Betty had more burns on their hands than Amy because worked as a welder.""",Betty,Amy,1
"""Mary is wanting to surprise Cynthia with a puppy for Christmas, so _ asked about allergies to dogs.""",Mary,Cynthia,1
"""Keeping the doors closed and the windows opened did keep the apartment cool, because the  _  let out the heat.""",doors,windows,2
"""The apartment was kept cool by the doors and windows because they kept out the heat.""",stain,brush,2
"""The student did try to write down the notes on the papers but the <blank> were too long.""",papers,notes,2
"Samuel had a shorter expected lifespan than Kenneth, so did procrastinate in following all their dreams.",Samuel,Kenneth,2
The personal trainer did give Laura but not Victoria the more difficult exercise because <blank>.,Laura,Victoria,1
"""The personal trainer did give Laura but not Victoria the more difficult exercise because Victoria is out of shape.""",Laura,Victoria,2
"""When the car was brought up quickly into the shop, the brake was replaced when the wheel wasn't, since the was fixed.""",Craig,Logan,1
"""At the dance, Adam did ask the girl to dance before Donald, so Donald may well be angry with himself.""",Adam,Donald,2
"""If I am wanting to build a swing should I build it out of wood or use a tire? Seems like it would get dirty and gross inside.""",tire,wood,1
"""If I am wanting to build a swing, I should build it out of wood or use a tire. It seems like they would get rotten eventually.""",tire,wood,2
"""The beef tasted better than the pork did although the _ had been slightly undercooked.""",pork,beef,2
The chef did add butter to the pan heated on the stove and it did melt right away because the <blank> was hot.,doors,windows,2
"""Didn't the chef add butter to the pan on the stove and didn't it begin to melt right away because the  _ was soft?""",pan,butter,2
Natalie had a pig while Jennifer had a cow so _ thought mines smaller so its better.,Natalie,Jennifer,1
"""The sink in the bathroom is looking good but the toilet leaking so James did keep the <blank>.""",toilet,sink,2
"""Rebecca slept in the hammock in the backyard while Tanya gardened because she was tired.""",Laura,Victoria,1
"""The bagel shop was closer to Michael than Joel because Michael and Joel lived in different areas of town.""",Michael,Joel,2
Rachel but not Christine may well have been tracked down by police because _ made it to the hideout.,Rachel,Christine,2
"""Rachel was tracked down by quickly police but not Christine tracked because <blank> did not make it to the hideout.""",Adam,Donald,2
"""Benjamin had less piercings than Jeffrey did so it was harder for _ to get a job.""",Benjamin,Jeffrey,2
"Rachel is wanting children, but Megan did have no interest, so _ looked for someone else to have babies with.",Rachel,Megan,1
"""Rachel is wanting children, but Megan had no interest, so did look for someone else to have freedom with.""",Rachel,Megan,2
"""Joe did drink his milk and did try to dunk his cookie in the glass but the _ was too small.""",cookie,glass,2
Joe did drink his milk and tried to dunk his cookie in the glass but it was too big.,cookie,glass,1
"""Anxiety may well be a feeling Rebecca gets when she has to face Erin who is a probation officer, _ does not a fear of authority.""",Rebecca,Erin,2
Adam cried when Donald had a stubbed toe since a look pained was on his face.,Adam,Donald,2
"""The bank did permit Michael to open a checking account, but not Matthew, because <blank> is being employed.""",Michael,Matthew,1
"The bank is permitting Michael to open a checking account, but not Matthew, because <blank> unemployed.",Michael,Matthew,2
"""The children were not vaccinated which was fine with Betty but annoyed Mary.  knew they didn't make kids autistic.""",Rachel,Christine,2
"""Didn't they believe they made kids autistic?""",Rachel,Christine,1
"""Megan because _ grew up around them, firing a shotgun came more naturally than Tanya.""",Megan,Tanya,1
_ ignored drinking milk from the bottle because Rachel was thirsty and Erin already drank some water.,Rachel,Erin,2
_ did drink milk from the bottle because Rachel was thirsty and Erin already drank some water.,Rachel,Erin,1
"""Dentures or implants are needed by Donna for her bad teeth. She chose _ because they are cheaper.""",dentures,implants,1
"""Frankly, Donna is needing dentures or implants for her bad teeth. She chose the _ because they are permanent.""",cookie,glass,1
"We were going out really on the dock later in the day after we couldn't all fit in the boat, because the <blank> was confined.",dock,boat,2
"""Natalie tended to wear their hair in a ponytail, while Maria wasn't able to, because them had long hair.""",Natalie,Maria,1
"""The pine trees were still green in December, but the oak trees were not, because the <blank> keep their leaves in fall.""",oak trees,pine trees,2
"The pine trees were still green in December, but the oaks were not, because oaks losing quickly their leaves in the fall.",oak trees,pine trees,1
"""Fiction books were interesting and easy to read for Logan but Brett because _ is enjoying real tales.""",Betty,Mary,2
Neil had to rent a storage shed because Joel had many extra possessions while Neil didn't.,Betty,Mary,1
"""Joel had many extra possessions while Neil didn't, so he didn't have to rent a storage shed.""",Joel,Neil,2
"Jeffrey is thinking Craig may well have had gum and asked for a piece, because <blank> had fresh breath.",Jeffrey,Craig,2
"Jeffrey is thinking Craig may well have had gum and asked for a piece, because <blank> had bad breath.",Jeffrey,Craig,1
"""Remembering to bring their charger, Benjamin is able to use their device for longer than Steven.""",Benjamin,Steven,1
Rachel was pretty scared had those done and cried. Laura was thrilled to get their lip pierced.,dentures,implants,2
"""The wound responded quickly to the rubbing alcohol, but slowly to the ointment because it is more efficient.""",rubbing alcohol,ointment,1
He did try to use the rag to clean the bacteria off the table but the <blank> was too large.,bacteria,table,2
"""She did decide to report the accident and the burglary, but that burglary is requiring much more investigation.""",oak trees,pine trees,2
"""She decided to report the accident and the burglary. Much less investigation was required.""",burglary,accident,2
"""Brian informed Aaron them coach had scheduled an extra event on Saturday morning since _ was present at yesterday's practice.""",Brian,Aaron,1
For work I can either get there by car or bicycle. I'm going to take the _ today because the weather is supposed to be rainy.,bicycle,car,2
"""No one may well have noticed the spot small because the <blank> is small""",spot,skin,1
"William and Kyle raced, and William developed a sore knee so Kyle won.",Jeffrey,Craig,2
"""I couldn't figure out what my costume would be for Halloween, Peter Pan or Snow White. Wouldn't I have to wear a dress?""",Peter Pan,Snow White,2
I couldn't figure out what my costume would be for Halloween Peter Pan or Snow White. The _ costume I'd have to very much figure out myself a boy.,Benjamin,Steven,1
"""James passport was kept inside the purse. He never knew the _ is that small.""",passport,purse,1
James passport was kept inside the purse. He never knew the _ is that big.,rubbing alcohol,ointment,1
"""Frankly, of the two owners, Jessica was far worse than Jennifer, because they are liking to very much treat the dogs.""",Jessica,Jennifer,2
"""Wasn't Jessica far worse than Jennifer, because like to beat the dogs?""",Jessica,Jennifer,1
"""The handle of the spoon was submerged in the cup of tea because the _ is short.""",cup,spoon,2
"""Approved for botox therapy, Tom recently did get . He had a choice between locations and went with his weekday convenience of the _ .""",office,house,1
"""The water in the car was cooler than the water in the truck because the engine in the <blank>.""",bicycle,car,2
"""The water in the car that the engine in the <blank> ran more recently was hotter than the water in the truck.""",spot,skin,1
"""Frankly, the color of the paint was quite pleasing to Jessica however Natalie is believing it to be too bright. _ painted their room with a subdued color paint.""",William,Kyle,2
Research came easy to Monica as compared to Erin because _ 's father was a landscaper.,Monica,Erin,2
"""Because of he rash, he opted not to wash with soap but with oil, as the rash would.""",Peter Pan,Snow White,1
Didn't James take out quickly a seat from his office to create more space? That <blank> is too big.,seat,office,1
Wasn't his addiction getting bad so they did hand him over to therapy and did stop taking medicine since the <blank> was cheaper?,therapy,medicine,1
"""Wasn't it easier for the diner to follow their budget than the food truck because the <blank> had more money to spend?""",diner,food truck,1
"""Was it easier for the diner to follow their budget than the food truck because the <blank> had less money to spend?""",diner,food truck,2
"""Donald stuck his nose up and scoffed at William's outfit, saying that it looked like the working class.""",Donald,William,2
"""Didn't we get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the <blank> is making me hungry?""",omelet,hash brown,2
"""We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as omelet would make me full.""",truck,car,1
"""Didn't Brett throw quickly away all the soda and junk food to reduce Leslie's dependence on unhealthy foods because he is caring for his health?""",Brett,Leslie,1
"""Therapy and medicines are needed by Gem to cope with her broken leg. She preferred the <blank> because it was painless.""",medicine,therapy,1
"""Neil did tell Lawrence that he was training to be a race car driver. Excited.""",Monica,Erin,2
Neil told Lawrence that he was training to be a race car driver. _ may well worry about him.,Neil,Lawrence,2
"""the water poured freely into the hole until it disappeared, the _ was little.""",hole,water,2
"The water did pour freely into the hole until it disappeared, the _ was deep.",hole,water,1
"""Elena was an excellent flight attendant when Sarah boarded the plane with a fear of flying because she was able to overcome them fears.""",Elena,Sarah,2
