sentence,option1,option2,answer
I am choosing to drive the car over the truck because the had a small amount of gas.,car,truck,2
"Frankly, I am choosing to drive the car amid truck because the had large amount of gas.",Jessica,Rachel,1
"The diary of Carrie's being boring, and the one Jennifer writes about being interesting. _ has lived a simple life.",Carrie,Jennifer,1
"Ian's haired is being worked on by Craig, plus it's more likely <blank> is the customer.",Ian,Craig,1
"""Megan didn't care for the comedian's show but Patricia thought it was brilliant. Patricia did hang out for the comedian's second set.""",Megan,Patricia,2
"Diana went to the laundry and she used the washer, but not the dryer because she only has money towards the enough washer.",washer,dryer,1
"""He did decide to hide away it in <blank> of the water because she drank the water fast.""",Steven,Derrick,1
"""The woman did avoid the hole but easily stepped over the pit, because the <blank> was deep.""",Joel,Eric,1
The woman avoided the hole but stepped over the pit because the pit was very shallow.,hole,pit,2
"The refrigerator was acting up again, so we called a technician to repair the part. The  _ was fine when he quickly showed up.",refrigerator,part,1
Kayla were very civil when dealing with Emily plus <blank> would be accepted by her.,Hunter,Justin,1
"""Donald is having a problem with hearing in his ears unlike Benjamin working in a quiet area.""",Donald,Benjamin,2
"I am loving my old gifts but not the new dishes, because the <blank>s were so beautiful.",gifts,dishes,1
Betty use glue to fix Megan's toy plus <blank> was too young to use superglue.,Betty,Megan,2
"""Jason but not Craig ask the company if they were currently hiring because  has a job.""",chocolate,caramel,2
"""Frankly, the game on television was important for Ian but not Dennis regarding his beinging into music instead.""",Ian,Dennis,2
"The virus sticking to the clothes to it stuck to the walls, because the _  were less, on them.",budget,meeting,1
The virus stuck better to the clothes than it stuck to the walls plus these ones had more deterrents on them.,budget,meeting,2
"""Ignored ear they so because Jessica has an ear infection and Felicia was fine.""",Jessica,Felicia,2
"""After James did wash out his barefooted foot in the bowl of water, the <blank> got dirty.""",foot,water,2
Erin reads a book to Monica because <blank> was old enough to be able to read.,Erin,Monica,1
"The box was fallen down James hand when he was wearing a glove, so he did remove it and did lift up it again. The _ is dry.",bedroom,bathroom,2
"""When we goed hiking I bringed my backpack because it has built in water bottles and places for snacks. Today I forgotten to fill these ones and was dehydrated.""",snacks,water bottles,2
"""When we go hiking I bring my backpack because it has built in water bottles and places for which snacks.""",Michael,Kevin,2
"""Frankly, she is wanting to learn how to pair wine so she bought a book instead of using a magazine's because it was too broad of.""",hair,comb,2
Tanya read the contract before signing it but Patricia did not get rip off by the seller bad.,Tanya,Patricia,1
"The garbage can smell worse than the recycling, so probably more sterile the _ is.",garbage,recycling,2
"My pain is not nearly as bad as Joe's burn, which is uncontrollable.",pain,burn,2
"""The hotel had a terrible gym but a nice restaurant plus the something management is attending to.""",gym,restaurant,2
"""Frankly, refraining easily from drinking Kyle was easy for Kyle but not Eric, as never enjoyed the taste of alcohol from.""",Kyle,Eric,1
Cynthia ate all of these ones plus Sarah did not have any since Sarah is trying was not trying to lose weight any.,Nelson,Justin,1
"""Mary go to the office to receive a card with her photo on it plus discarding a sticker because the sticker was temporary.""",sticker,card,1
Adam was cold and Michael was hot so  did remove a heavy off jacket to withstand the freezing weather.,Adam,Michael,2
"""After a short time we did stop pouring in the tea glass the pot because the <blank> was full.""",glass,pot,2
After a short time we did stop pouring in the tea glass the pot because the <blank> was empty.,glass,pot,1
I gave up him the ball.,Katrina,Felicia,2
John did decide to grow up a new breed of plant in his garden but the <blank> is big.,garden,plant,2
"""Erin was sick of these ones like Amy always cutting their internet out which she did decide to really lay low.""",Erin,Amy,2
"William wanted to go biking but Aaron wanted to stay home, so these ones went out amidst themselves.",Nelson,Neil,1
Angela is loving to wear sunglasses but Jessica didn't. _ bought a pair of fancy new shoes.,Angela,Jessica,2
"""Monica was caught napping in class than Katrina because her staying up all night.""",Derrick,William,2
Christine had grammar good but Cynthia didn't have grammar good because she did study math in college.,Christine,Cynthia,2
Jessica was given a sapphire's ring by Christine for her birthday because really likes sapphires.,hotel,inn,1
"""Cynthia who got hit with a softball in the mouth have much bigger lips than Monica.""",Cynthia,Monica,1
"""Lips were smaller than Monica on Cynthia because she did get hit with a softball in the mouth.""",car,truck,2
Mary goes around telling everyone Christine is clingy plus her liking to be touched.,Mary,Christine,2
John did open the window for air to come him when he was sweating in his bedroom. Plus the air is cold.,bedroom,air,2
"Ironically, even though less of a sweet tooth Ian had than Robert, is liking chocolate more.",Ian,Robert,1
"""James did walk a ditch into while trying to catch the ball thrown at him. The ditch is farther.""",ditch,ball,2
"""Because of she polite Maria never is receiving flowers from the customers, unlike Monica.""",Maria,Monica,2
"Hugh do scrub the mold in his apartment with a cleaner, but had to call a pro because the cleaner was weak.",Adam,Jason,1
"""Christopher tried to empty out the water from the in the yard tank, because Michael had asked him to, but wasn't able to get it all out.""",Christopher,Michael,1
The watch could not fit on the arm properly because it had been the blade cutting it. The _ was short.,Watch,Blade,1
"""Randy hurt their elbow playing basketball against Lawrence, Randy did say sorry.""",Randy,Lawrence,2
John did sell the three chairs plus used the money to buy twelve shoes. These ones were cheaper.,chairs,shoes,2
"""John did sell the three chairs and used the money to buy twelve, expensive shoes.""",chairs,shoes,1
The barista is loving to make all types of coffee including hot and iced. These ones are popular in the cooler weathers.,Ryan,Donald,1
The barista loved to make all types of coffee's including iced and hot plus these ones was popular in the weathers hotter.,iced,hot,1
The apartment Samantha live in was smaller than Megan's because _ had a salary.,Craig,Hunter,2
"""The girl did put her money in the bag instead the pocket the bully would be looking in <blank>.""",pocket,bag,2
"""The girl did put her money within her bag instead of the pocket the bully looked in the <blank>.""",pocket,bag,1
Betty ignoring Google to search for information because Betty is trusting in it plus Cynthia isn't.,Betty,Cynthia,2
Irena isn't liking other people's living's in something plus she is feeling more comfortable buying the house instead of the old mansion.,house,mansion,2
Kevin was not able to run compared to William because in his body no are broken bones.,oil,water,2
"""Angela is thinking that Elena slowly talks, and is having a hard time being understood when they speak.""",Angela,Elena,2
"""Joel did complain to Ian about the condition Ian messy of the house's. _ is preferring a messy space.""",Joel,Ian,2
"""When other people were smoking, Kayla was more disgusted than Erin plus she did avoid smoke always.""",styrofoam cups,paper cups,2
"""Benjamin has a wife plus Kyle, single after being did divorce, is celebrating their freedom this year.""",Monica,Sarah,2
"""Christopher did teach Hunter to play go fish up so that Hunter had someone to play with of's""",Christopher,Hunter,1
Carrie was patiently helping with diet and exercise at the gym to lose weight plus Patricia used to be overweight.,Carrie,Patricia,1
"""I am having to rake more leaves at the house than at the office because there are more trees at house.""",Kevin,Ian,2
"""The quality of music's produced largely can depend on the instrument used plus the  is vital.""",carrots,potatoes,1
"""Michael did make eggs pickled for Kenneth, plus loved his own and is wanting to share these ones.""",Michael,Kenneth,2
"Tommy did carry the tripod himself, plus his friend did help him carry up the camera because the was heavier.",camera,tripod,1
"""Him carrying the tripod Tommy be able to, but help him carry the camera with his friend have to. Lighter the camera be.""",Logan,Robert,1
The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was louder in the _.,kitchen,bedroom,1
The dog runs in the bedroom during the rainstorm while we stayed in the kitchen because the rain was softer in the _ .,kitchen,bedroom,2
"""Maria give Samantha blue floral the pants, because didn't fit into them well.""",Maria,Samantha,1
He were late for the party plus on time for the sleepover because the <blank> had just finished.,party,sleepover,1
"""Cynthia has to pee after one large coffee but Betty do not as she am having big-bladdered.""",Carrie,Jennifer,1
Cynthia had to pee after one large coffee but Betty did not as had a bladder small of.,Cynthia,Betty,1
Emily's buying a piece of jewelry of Natalie's thought she did sell too low but kept a cool attitude.,Emily,Natalie,2
"""Aaron drank plenty of water before the hike, plus Christopher forgot to, so ended up staying hydrated.""",Aaron,Christopher,1
"Aaron drinks water before the hike, but Christopher forgets to, so ended up getting dehydrated up.",Christine,Amy,2
"""Carrie was poor, because the TV Samantha bought cost more than Carrie's.""",Samantha,Carrie,2
"""The TV bought costs more than that to Carrie belonging, because <blank> was rich.""",cake,water,1
"""Although William is liking animals less overall than Justin, he couldn't stand hamsters around.""",William,Justin,2
Katrina did drive to Emily the prison so that <blank> could say goodbye to them before they went to jail.,Katrina,Emily,1
"Ian was tired of trying new diets while Steven had luck with one, plus decided to do their own thing.",roller,container,2
"Ian were tired trying new of diets, while Steven has luck with one, plus they keep to their routine.",Ian,Steven,2
"""Frankly, Victoria did decide to adopt a Yorkie, plus Elena wouldn't consider even it, because she is loving dogs small of.""",Victoria,Elena,1
"""Carrie keeps records written of their expenses plus they keep records written but not Laura because Laura is having a faulty memory.""",Erin,Patricia,2
"""Carrie is keeping written records of their expenses but not Laura, of a memory sharp.""",Carrie,Laura,2
"My employer offer a bonus of either a phone or a television, but the <blank> is just too large to be useful.",Kayla,Emily,1
"""My employer is offering a bonus of either a phone or a television, but the <blank> offered is just too small to be useful.""",phone,television,2
"""Samantha was not interested in hearing about Tanya's awesome marriage she was happy all the time.""",Samantha,Tanya,2
Craig had a phone slower running than Logan plus <blank> had more apps they ran on.,Craig,Logan,1
"Craig had a phone, running faster, in comparison with Logan because <blank> had more apps it ran on.",Craig,Logan,2
"""Betty had more burns on their hands than Amy owing to that worked as a welder.""",Betty,Amy,1
"""Mary is wanting to surprise Cynthia with a puppy for Christmas, so  she asks about allergies to dogs.""",Mary,Cynthia,1
"The practice of keeping the doors  and the windows opened kept the apartment cool, owing to be letting the heat out.",doors,windows,2
"""Keeping the doors closed and the windows opened is keeping the apartment cool, it is keeping the heat out.""",doors,windows,1
"""The student did try to write the notes down but the <blank> were too long.""",papers,notes,2
"""Samuel has a lifespan shorter expected than Kenneth, so he procrastinated in following all their dreams.""",walls,clothes,1
"""The personal trainer did give Laura but not Victoria the more difficult exercise because of Laura being in shape.""",Natalie,Maria,2
"""The personal trainer did give Laura but not Victoria the difficult exercise because Victoria is being out of shape.""",Natalie,Maria,1
"Brought the car up into the shop, plus the brake was replaced when the wheel wasn't, since the <blank> was fixed into.",brake,wheel,2
"Frankly, at the dance, Adam did ask the girl to dance before Donald, so Donald is being angry with himself.",Jessica,Felicia,2
"If I am wanting to build a swing should I build it out of wood or use a tire, dirty and gross? It seems like the <blank> would get dirty and gross inside of.",Samantha,Felicia,2
"""The beef tasted better than the slightly not cooked pork did although the _ had been enough.""",foot,water,2
"""The chef did add butter to the pan on stove plus it began to melt because the stove was hot.""",Benjamin,Adam,2
The chef did add butter to the pan on the stove. Plus it began to melt because the <blank> was soft.,pan,butter,2
"Frankly, Natalie had a pig while Jennifer had a cow plus is thinking mine's smaller so it better.",Natalie,Jennifer,1
"The bagel shop was closer to Michael than Joel, living in a different area of town, to.",glove,hand,2
"""Rachel but not Christine was tracked down by police because it made it to the hideout.""",Rachel,Christine,2
"""Rachel but not Christine was tracked by police down because she did not make it to the hideout.""",foundation,steel,2
Benjamin has less piercings than Jeffrey did plus it was harder for to get a job.,snacks,water bottles,2
"Rachel is wanting children, but Megan had no interest, so she did look else for to have these ones .",Rachel,Megan,1
"""Rachel wanted children, but Megan had no interest, so _ did look freedom to have with someone else for.""",magazine,book,1
His milk Joe did drink and to dunk his cookie within the glass tried but the <blank> was too small.,cookie,glass,2
"""Joe did drink his milk plus he did try to dunk his cookie in the  too big glass""",cookie,glass,1
"""Adam cried when Donald had a stubbed toe since he had a look of pain face's on.""",pain,burn,2
"""The bank is permitting Michael to open a checking account, but not Matthew, who was employed.""",gym,restaurant,2
"""Firing a shotgun is coming more naturally for Megan than Tanya because she is growing up around firing a shotgun.""",Megan,Tanya,1
"""So she is ignoring drinking milk from the bottle because Rachel was thirsty and Erin already drank some water.""",Rachel,Erin,2
_ did drink milk from the bottle because Rachel was thirsty plus Erin already drank some water.,Rachel,Erin,1
"""She did choose the <blank> because they are cheaper.""",cream,lotion,1
"""Donna needed dentures or implants her teeth bad plus she chose these ones because they are lasting.""",dentures,implants,2
"""We were going fishing out on the dock later in the after we couldn't all fit the boat in because the  _ was confined.""",dock,boat,2
"Natalie is tending to wear their hair in a ponytail, and Maria wasn't able to, owing to having hair long to.",Natalie,Maria,1
"The pine trees still green are in December, but those ones are not, because they keep their leaves in fall.",glass,pot,2
"The pine trees are being green still in December, but these ones are being not, because they are losing their leaves in fall.",glass,pot,1
"""Fiction interesting plus easy books were for Logan but not Brett because Brett enjoyed real tales.""",sausage,ball,2
"""Frankly, Jeffrey thought Craig had gum and asked for a piece, because breath had fresh.""",garden,plant,2
"Jeffrey is thinking Craig probably has gum and is asking for a piece, plus Craig has breath that is bad.",Erin,Amy,2
"""Benjamin because remembered bringing the charger to was able to use their device for longer than Steven.""",Benjamin,Steven,1
"""Laura was happy to get lip pierced but Rachel was scared. These ones she had done and cried about.""",Laura,Rachel,2
"""He try to use the rag to clean off the bacteria the table but the  _ was too large.""",Monica,Katrina,1
"""Brian is informing Aaron their coach had scheduled an extra event on Saturday morning since <blank> was present at yesterday's practice.""",highlands,beaches,2
"""For work I can either get by today car or bicycle. I'm going to take the  today because the weather is supposed to be rainy.""",bicycle,car,2
"""No one would have notice the spot on the skin because it is small.""",spot,skin,1
Because William developed a knee sore Kyle did win the race.,Joel,Kevin,2
"""Frankly, I couldn't figure out what my costume would be for Halloween Peter Pan or Snow White plus the costume I'd have to wear it.""",Cynthia,Monica,1
"""I couldn't figure what my costume would be out for Halloween Peter Pan's or Snow White. The costume for which I'm needing to make myself a boy.""",Peter Pan,Snow White,1
James passport was kept inside the purse. He never knew the is that small.,passport,purse,1
"""passport of James was kept inside the purse. He is knowing the purse that is that big.""",Hunter,Samuel,1
"""Frankly, Of the two owners, Jessica was worse than Jennifer because she is liking treat the dogs.""",Jessica,Jennifer,2
"""Of the two owners, Jessica is worse than Jennifer, because she likes to beat up the dogs.""",Ian,Robert,1
The water in the car was cooler than these ones in the truck because the engine run_'s had run more.,ditch,ball,2
"""The water in the car that the engine's running in the had run more recently was hotter than those ones in the truck.""",truck,car,2
"""They did paint their room painted with a subdued color paint, the color of which was pleasing to Jessica however Natalie is believing it to be too bright.""",Jessica,Natalie,2
Research came easy to Monica in comparison with Erin because father of's was a landscaper.,Monica,Erin,2
"""Because his rash, he opted not to wash with soap but with oil, as the  would soothe it with.""",mold,cleaner,2
James takes a seat from his office to create more space plus the <blank> is too big.,Christopher,Michael,1
"They handed him over to therapy plus stopped taking medicine the <blank> was cheaper, his addiction was getting bad.",Watch,Blade,1
"""It was easier for the diner to follow their budget than the food truck because they had more money to spend.""",diner,food truck,1
"""It were easier for the diner to follow their budget than the food truck because the _ had less money to spend.""",diner,food truck,2
"Donald did stick his nose up and did scoff at William's ragged outfit, because did look like the working class.",Donald,William,2
"""Omelet plus I ordered an omelet instead of a hash brown as the <blank> would be making me hungry, we didn't get the biscuits this morning before school.""",omelet,hash brown,2
"""We didn't get the biscuits this morning school, plus omelet  instead of a hash brown as the <blank> would make me full.""",omelet,hash brown,1
Brett did throw all the soda and junk food away to reduce dependence Leslie regarding which he cares for his health.,Brett,Leslie,1
Neil told Lawrence he was training to be a race car driver and was excited.,Neil,Lawrence,1
Neil tells Lawrence that he was training to be a race car driver plus _ was worried about.,Neil,Lawrence,2
The water did pour into the hole until it disappeared plus the <blank> was little.,hole,water,2
"""Elena was excellent a flight attendant when Sarah boarded the plane with a fear of flying, plus was able to overcome their fears.""",house,mansion,2
"""She is wanting to sew a shirt from silk she bought plus a jacket in denim recycled from old jeans so the denim was recycled from these ones.""",denim,silk,1
"""Carla start sit-ups and pushups doing for  weak spots, the _ are for her abs.""",sign,billboard,2
Carla start doing sit-ups and pushups for her weak spots's. These ones are for her chest.,sit-ups,pushups,2
"Christopher was getting ready to wash Joel's hair, plus got shampoo out by the sink and sat in the chair.",Christopher,Joel,2
"Dennis invited interesting Joseph, on a trip to the hatchery tomorrow morning because he was also interested in fish.",Angela,Elena,2
"""The man finally decided to become a guardian for the child at the orphanage because the _ was loving towards.""",Joel,Ian,2
"Angela's room were a lot lighter than Rebecca's room, because the light of _'s went out.",Angela,Rebecca,2
Megan did write on the paper with a pencil unlike Jennifer  did write with a pen because she wanted to erase it later.,Megan,Jennifer,1
"Megan writed on the paper with a pencil unlike Jennifer , writed with a pen, because <blank> wanted to keep it for later.",Megan,Jennifer,2
"Laura did ask Rachel if she could borrow some clothes plus Rachel is loving her sense, fashion.",Laura,Rachel,1
"""When you are buying food for your cat, choose dry instead of wet as the crunchy texture regarding their teeth can be better""",dry,wet,1
"""Acquainted with the bride Samantha, had to do some research, because <blank>.""",Benjamin,Kyle,2
"""Samantha couldn't see any alternatives as Emily could because she wasn't open-minded.""",Christopher,Hunter,1
Joseph can be wanting to sell lemonade at a stand in summer months instead of spring months since people in the <blank> would be thirstier.,summer,spring,1
"""After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as gone to bed late the night before.""",house,office,1
"""After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, gone to bed early the night before inasmuch as.""",Music,Instrument,2
"""My mom didn't fit in the shape the painting, because the _ was too awkward.""",Michael,Kenneth,2
"My mom didn't fit the shape into the painting, because the  _ was too complete.",shape,painting,2
"My mom has training at the house, but not today because the <blank> was unavailable.",camera,tripod,1
"""Erin did get hair loss when Samantha had healthy hair plus Samantha was never stressed out.""",camera,tripod,2
"""Jason was at practice the time to try and get better than Christopher plus needed more practice.""",Jason,Christopher,1
"The team won a trophy cheaply instead of a plaque, as the  <blank> was cheap.",trophy,plaque,1
"""Megan is liking to read a  the peace and quiet book more than Samantha because Megan is liking the peace and quiet.""",Maria,Samantha,1
"""Megan liked to good read a book more than Samantha because Samantha is hating the peace and quiet.""",Megan,Samantha,2
"""At night, Rebecca was more tired than Jessica so was unable to go right to sleep.""",party,sleepover,1
"Late at night, Rebecca was tired than Jessica so _ was able to go right to sleep.",Cynthia,Betty,2
"""Starting the engine of the car took time unlike the truck since the _'s engine work at the time.""",Cynthia,Betty,1
"""Neil did use a chainsaw to cut the tree down instead of a saw regular, like William, plus his being believing in modern equipment in.""",Neil,William,1
"""Lifting up the rock that would give him a hernia because the <blank> was lighter, not the log, he is thinking.""",rock,log,2
"""Maria was able to keep their weight off long term, unlike Felicia, she followed a healthy diet.""",Maria,Felicia,2
"""Maria was able to keep weight off's for time, not like Felicia, because she was following a crash diet.""",Aaron,Christopher,1
"""Frankly, Craig always saying he was broke, Justin did pay for the gas. <blank> was generous.""",Justin,Craig,1
"Frankly, Dennis did not enjoy their afternoon plus Hunter did because left work the sunset after.",Dennis,Hunter,1
"""Dennis did not enjoy their afternoon plus Hunter did because left work the sunrise after.""",Dennis,Hunter,2
"""Candles we bought to put in the oranges were too big.""",Carrie,Patricia,2
"""We did buy candles to put the oranges in we were making orange jack o lantern and the candles did not fit. The candles were small.""",Cynthia,Carrie,1
"Natalie do a bunch of things good in Samantha name, because _ am wanting all the credit.",Natalie,Samantha,2
"Natalie do a bunch of things good in Samantha name, plus she didn't want the credit.",Natalie,Samantha,1
"""She wanted to shop for more clothes plus finally decided on the velvet dress casualed instead of the denim jacket because the dress was more casual.""",William,Justin,2
"""Neil put the finishing touches of the android, as he sold it off to Brian because he was an engineer.""",Neil,Brian,1
"Laura didn't buy anything at all for Betty's birthday, because <blank> am forgetting it regarding mention.",Laura,Betty,2
"""Joel plans to go to Latin America next year where Dennis is currently living, plus has never been to Latin America in spite of.""",Ian,Steven,2
"Jason is wanting to get the job, but he felt like he did the flunk interview really. The manager did call and did say he could try again next week.",Katrina,Samantha,2
I wearing wool socks when I goed to try on my new boots but I couldn't get these ones on because the  _ were too small.,boots,socks,1
I was wearing socks wool when I went to try my new boots on but I couldn't get them on because these ones were too large.,boots,socks,2
"The library is having more books than computers, most likely because the <blank> are smaller.",books,computers,1
"The library has more books than computers, most likely because the  _ are bigger.",books,computers,2
"""The hairdresser did give Laura these ones and not Katrina because Katrina had hair short.""",Laura,Katrina,1
"""Monica did not need a recipe in order to mix a cake plus Angela mixing a cake because Angela was instinctive baker in.""",Monica,Angela,1
"""Logan did end calling the police up over an incident because was scratched them by involving Jason.""",phone,television,2
Carl is needing a new top after ripping his epaulette shirt. He is wanting a flannel shirt because the  _ is old of.,stain,brush,2
Garrett was feeling fatigued because of the too much of the job's energy demands.,demand,energy,1
"Ben is respecting toys and books to ensure they last long, plus these ones were difficult because how fun they were.",toys,books,1
He made a few dishes to serve. One was a salad and the other was a steak. These ones was healthy.,salad,steak,1
"""Although Angela was generally a nicer person than Natalie, she can practice being humble.""",patch,video,1
Jay could comfort people sad instead of people happy because the  people aren't being realistic of.,sad,happy,2
"Eric often think of his habits annoyed like him hitting pen on his desk, and asked Ryan if it bothered him; _ said he do it.",Craig,Logan,2
Tanya is wanting these ones for her wedding flowers but Carrie said that choice was odd an. pointed it out was a wedding and tradition mattered.,tarps,shingles,1
"""Benjamin, he shaved his beard, plus Nick had just grown one, so he is giving these ones his old oils all.""",Betty,Amy,1
I get more use in the gym than at the playground because the <blank> used had more things to do.,gym,playground,1
"""Monica can speak English and German plus Samantha owing to / because of being trilingual can only speak English.""",Monica,Samantha,2
"""All of the bands were not able to march on the massive fields at the same time because the _.""",bands,fields,1
"""Marty are needing some sport and dress shoes but could only buy one pair. He goed with these ones since he will be going to a wedding.""",dress,sport,1
"""I am liking to drink water mineral over tap water when I travel outside of the USA plus the water in other countries is safe.""",mineral,tap,1
"""Pine trees is a big part of Erin Christmas tree farm plus Megan's being Jewish but helped celebrate anyway.""",Erin,Megan,1
"Rachel is hating their new in-laws, but tried quietly to keep from Monica it.",Laura,Victoria,2
"Kenneth has skin, worse than Craig, so he have to use more the moisturizer of.",Kenneth,Craig,1
Kenneth had skin better than Craig so had to use more of the moisturizer.,Kenneth,Craig,2
"""The cat Natalie owned because Jessica was nice to it all the time would snuggle on Jessica's lap.""",tire,wood,1
"""Brian did try to find ways to be productive at work unlike Kenneth, who was a hard worker.""",Brian,Kenneth,1
"Tanya is loving pepperoni on their pizza's, plus Katrina is loving sausage, so when it had just sausage Tanya did not like the sausage.",Tanya,Katrina,1
"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni these ones pepperoni was not very happy.",Tanya,Katrina,2
Jen planned a retreat to a mountain or the park. She chose the _ because it was warmer.,mountain,park,2
"""Justin bought an RV new but Lawrence liked his one, so  _ did decide to buy it.""",Natalie,Jennifer,1
"""Justin bought a new RV but Lawrence liked his RV old so decided to sell it.""",toilet,sink,2
"Tanya being unrecognizable after Sarah was done beating these ones, Tanya ended up going to jail.",Tanya,Sarah,2
"""All the glaciers that fell from the mountains were found at the bottom. These ones were large.""",Michael,Joel,2
"""The student is liking writing signature with a pen instead of a pencil, plus the \_ showed up lighter.""",Rachel,Christine,2
"The student is liking writing their signature with a pen instead of a pencil, plus the signature showed up darker.",pen,pencil,1
"Derrick Jason showing how to cut these ones for their kitchen, he was shown thanks for their help.",Derrick,Jason,1
"""She doesn't eat carrots for their eye health plus Emily is needing sight good while Monica doesn't.""",Emily,Monica,2
"""Sarah but not Erin would get a retirement pension because she had 30 years of working's.""",Rachel,Megan,2
"""Fever that the <blank> took one week to get over, he have a much harder time with this than the flu.""",fever,flu,1
"""I couldn't decide if I should pressure cook or smoke these ones. The weather was poor enough to cook them up.""",cookie,glass,1
"""After looking outside, I did decide the weather was good enough to <blank>.""",Rebecca,Erin,2
The computer run faster than the tablet because were larger the files on <blank>.,Adam,Donald,2
Gem had a husky breed named Ben. Ben liked both bones and toys. Plus he liked the  because it was inedible of.,Michael,Matthew,1
"Brian did agree to buy soap for Kenneth at the store, plus Kenneth did pay them back the next day for the task of which Kenneth.",Brian,Kenneth,2
"Hunter did prepare the documents and data tables for Matthew's, scientific research, owing to plus is assistant.",Hunter,Matthew,1
"""Goldfish that goldfish are a type carp, so he did decide to fact checking his friend.""",Betty,Mary,1
"The poor eyes, of the professor, could not see clearly because these ones were poor.",Megan,Tanya,1
"""Sarah was sad with the pearls, but felt oppositely about the rings she received. The rings, them being fancier, were""",Rachel,Erin,2
"Jody wanted new mascara and eyeliner, either of black or brown, but light, these ones were.",Rachel,Erin,1
"Jody is wanting mascara and eyeliner new, black or brown, but the <blank> was too heavy.",black,brown,1
"""Michael had a cat as a pet but Nelson doesn't have any pets because Nelson is having allergies in their system.""",dentures,implants,2
"""Maria, she was akin to a fan, mimic everything Christine's did at work because <blank> was to her.""",Maria,Christine,1
"""Kyle did pay Craig to board at the kennel the family dog for a week because he was going on vacation.""",Kyle,Craig,1
"""Frankly, Maria told Monica they looked sick and asked if they had a fever. _ went to the Doctor.""",Maria,Monica,2
"The stove was left on after Matthew used it, so Nelson did turn it off. Nelson is being careful.",oak trees,pine trees,1
Jessica found the load heavy overwhelming at work but not Katrina because they did do a poor job their planning with.,Logan,Brett,2
"""Harsh, the fight be right for Christopher but not Samuel because he hurt not his enemy for.""",Christopher,Samuel,2
"""Benjamin going on a diet was for Benjamin but not Donald because <blank> did not know about any different programs.""",Benjamin,Donald,2
Jennifer got about with a seeing-eye dog but Mary did not because of blindness was.,Jeffrey,Craig,2
"""Jennifer did get with a dog seeing-eye, plus Mary did not because Mary was sighted alongside.""",Jeffrey,Craig,1
"""The dog is loving Kevin but is hating Derrick, so is starting bringing the dog treats to change its mind up.""",Kevin,Derrick,2
"The dog is hating Kevin but is loving Derrick, plus is starting bringing the dog treats to change its mind up.",Kevin,Derrick,1
"""The kitty did run away from Kayla and not Felicia because the kitty had known for many years.""",rubbing alcohol,ointment,1
"""During the summer, I am liking visiting the zoo more than the aquarium because the <blank> is inside.""",bacteria,table,2
"""The market was going out of business so they sold their products but not these ones as were useful.""",burglary,accident,1
"""The market go out of business so they sold these ones but not the lots, useless as they was.""",burglary,accident,2
"Wanting Tanya's help, Patricia have a trouble with training her horse plus is wanting her horse to behave.",Patricia,Tanya,1
"""Samuel has to get better from a stroke unlike William because he was living an unhealthy lifestyle.""",Samuel,William,1
"Angela did notice on Amy arms the lumps she had failed to notice, can be oblivious that way.",Angela,Amy,2
"Joel ran out of toilet paper, plus he asked Dennis in the stall next to him for some. He was relieved when he agreed to give him these given.",Joel,Dennis,1
Ian is being supposed to be babysitting for Dennis but didn’t show up because _ was forgotten.,Ian,Dennis,2
"""Thrown by Eric, Donald was able to catch the Frisbee, plus was thrown the Frisbee back.""",Donald,Eric,2
"Donald were able to catch the Frisbee thrown by Eric, plus threw back the Frisbee.",Donald,Eric,1
"""I was driving my car and tried to get through the intersection, but the light turned red. The _ is too fast.""",light,car,1
"""Joe bring his books to school in a suitcase instead of a backpack because the _ was bigger.""",suitcase,backpack,1
"""Joe do bring his books to school in a suitcase instead a backpack because the <blank> was smaller.""",Jessica,Jennifer,1
"While playing soccer, Robert got kicked in the head and Joel laughed at him causing kindly the coach to be looking pity with.",Robert,Joel,1
Donald can have to wax frequently than Ian because he has blonde colored hair.,office,house,1
Joseph ask Robert to clean the floor with a mop nearby plus <blank> needs to work.,Joseph,Robert,2
"""Christine did take all the money while Mary told her to save the self's money for, only she is knowing to take.""",truck,car,2
"""Victoria getting a divorce quickly is suiting Victoria but not Lindsey because  was no longer in love of.""",Victoria,Lindsey,1
The musician is liking playing at the auditorium more than at the park because he sounded quieter at the  _.,Monica,Erin,2
"""Frankly, The musician is liking playing at the auditorium more than at the park plus he sounded louder at the <blank>.""",auditorium,park,1
"""Betty's blanket was thicker than Jessica's, so I am feeling cold all night in bed.""",seat,office,1
"""Natalie had a phobia about crossing bridges high but Tanya didn't. These ones had to re-route their trip to avoid bridges about which.""",Natalie,Tanya,1
"""Kenneth explain to Ryan that he was dressed like this because he was going to a disco party plus Ryan is feeling excited.""",diner,food truck,1
"""Kenneth did not like Hunter because he was not a good manager. Plus he still respected him owing to his boss being.""",Kenneth,Hunter,2
"""Rebecca had a way of reducing dangers but Mary did not. This made _ want to help.""",Rebecca,Mary,1
"""Paolo tries to remember what he did read ages ago in the textbook, but all he can think of is the email because he did read it in ages ago.""",email,textbook,2
"If you are trying to get blood spots rid of clothes, use cold water instead of hot water _ the stain is releasing.",cold water,hot water,1
