sentence,option1,option2,answer
Rebecca asked Kayla to turn the lights out but is not wanting to go to sleep.,Rebecca,Kayla,2
"""Dennis is changing the sand in a pool filter for Joseph, because he is a bit lazy.""",Dennis,Joseph,2
"""Hunter gave Justin two weeks to respond. He will sue him in court.""",Hunter,Justin,1
I did lose my temper when the _ got rescheduled.,medication,mediation,2
"""Jason and Benjamin consider each other to be friends so <blank> puts a lot of effort into their relationship.""",Jason,Benjamin,1
"""Jason may well consider he and Benjamin to be friends <blank> puts little effort into their relationship.""",Jason,Benjamin,2
"""It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very soft.""",chocolate,caramel,2
"""Chocolate that the _ was very firm took a minute longer to melt in the microwave than the caramel.""",chocolate,caramel,1
"They did discuss the company's budget at the business meeting but it was boring, and it ran long.",budget,meeting,1
"""Company's budget discussed at the business meeting, they found the <blank> boring and the topic of the budget ran long.""",budget,meeting,2
The sponges performed worse at cleaning the tub in the bathroom when compared with the cloths. It's because they are cheaper.,sponges,cloths,1
"Randy only ever did add a little bit of hot sauce to his food, especially compared to Adam, <blank> is being much more sensitive to spice.",Randy,Adam,1
"Matt is wanting to change either the plain bathroom or the colorful bedroom, but the <blank> was already colorful.",bedroom,bathroom,1
"Matt is wanting to change either the plain bathroom or the colorful bedroom, but the <blank> was already plain.",bedroom,bathroom,2
"""The snow came down so much that Michael had to go plow Kevin's driveway because _ am agreeing to take care of his neighbors.""",Michael,Kevin,1
"""The snow came down so much that Michael had to go plow Kevin's driveway because Michael and Kevin are needing the help of each other.""",Michael,Kevin,2
"""The girl did use the comb to try and brush her hair but the  was too soft.""",hair,comb,2
Police did arrest Maria but did let Cynthia go as they had some paint on them hand from the spray paint used for graffiti.,Maria,Cynthia,1
"""Police arrested Maria but let Cynthia go because had no paint on they hand.""",Maria,Cynthia,2
"""Hunter and Dennis, one bought a vehicle to commute in but the other did not have a driving distance to work.""",Hunter,Dennis,1
"""Jeffrey went to quickly the doctor to treat their ailments but not Robert so Robert may well have become sicker.""",Jeffrey,Robert,2
"""Maria asked Cynthia if she could borrow some fuel for her car, <blank> may well have a shortage of it.""",Maria,Cynthia,1
"""Nelson's vehicle received more damage than Justin's, since <blank> vehicle is being smaller.""",Nelson,Justin,1
"""In the accident the vehicles of Nelson received more damage than those of Justin, since  vehicle was bigger.""",Nelson,Justin,2
"""Angela and Cynthia did a bunch of crunches and sit-ups but Cynthia didn't, consequentially Angela may well be having six-pack abs.""",Angela,Cynthia,1
"""Monica is starting to anticipate their purchase arrival.""",Monica,Carrie,2
"""Aaron and Donald showed each other how to use google play on an android because Donald owned an apple phone.""",Aaron,Donald,2
Katrina turned out to be much more spoiled than Felicia because  had wealthy or generous parents.,Katrina,Felicia,2
"""Katrina didn't turn out to be much more spoiled than Felicia because had wealthy and generous parents?""",Katrina,Felicia,1
"""Bored, Sarah rolls her eyes as Monica praises the virtues of vinegar as a cleaning solution for everything.""",Sarah,Monica,1
Nelson always had the best friendships except with Neil since _ was always so polite.,Nelson,Neil,1
"""Derrick really liked working in Human Resources and William is wanting quickly to work at the same company, and offered a position.""",Derrick,William,1
"""Derrick is really liking working in Human Resources and William did want very much to at the same company, and subsequently did accept a position.""",Derrick,William,2
"""The rooms at the hotel cost more to stay in than the rooms at the inn because the <blank> was nastier.""",hotel,inn,2
"""The rooms at the hotel cost more to stay in than the rooms at the inn because the <blank> was nicer.""",hotel,inn,1
"""The woman did practice for her interview and not for the sport since the <blank> was expedient.""",interview,sport,1
"""The boot was removed from the car tire and put on the truck tire, since the <blank> was now illegally parked.""",car,truck,2
"""Removed boot was put on the truck tire quickly since the <blank> was now legally parked.""",car,truck,1
"Actually, I have both glasses and contacts, but the cleaning solution was empty so I did wear the  today.",glasses,contacts,1
"""He did find it harder to write the letter than the e-mail because the <blank> had so few words.""",letter,e-mail,2
Jane is loving travelling internationally. The current country she was in preferred wine over tea because the <blank> was less available.,wine,tea,2
"""Elena did not want to get romance in a relationship because _ liked to watch romantic comedies.""",Jennifer,Elena,1
"""Adam is the only one petting the poodle.""",Adam,Jason,1
"Elena did bring the horse to the stables owned by she, so <blank> could buy the animal.",Elena,Cynthia,2
"Elena brought the horse to the stables owned by she, so <blank> could sell the animal.",Elena,Cynthia,1
Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,Brett,Kenneth,2
Kevin that did decide to go to an emergency clinic.,Kevin,Eric,2
The bird squawked at Mary's rushed approach and quieted when Jennifer came in threatening.,Mary,Jennifer,1
"""Ryan diagnosed was always behind Donald in high school because had a learning disability.""",Ryan,Donald,1
"""People do not want to eat James burnt cake but they love his burger because cake is tasteless.""",cake,burger,1
"Craig had problems with dry skin but not Hunter, who may well not have did use a soothing skin lotion.",Craig,Hunter,2
"""Craig had problems with dry skin but not Hunter because <blank> used an irritating skin lotion.""",Craig,Hunter,1
"""Carrie is loving putting sugar quickly in coffee as opposed to Laura because _ thinks the coffee tastes better.""",Carrie,Laura,1
"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so they maximized their caloric intake.",Brett,Benjamin,2
"""Ben had to drain water and oil down the sink, but it was too viscous.""",oil,water,1
"Ben had to drain water and oil down the sink, but the mixture was too fluid.",oil,water,2
"""Now the <blank> did contrast, did paint the pole red close to the color of the wall and did paint the frame white.""",frame,pole,1
"""John painted the pole red close to the color of the wall and painted the frame white and now the _ is similar.""",frame,pole,2
Mark is preferring paper cups over styrofoam cups because they are strong.,styrofoam cups,paper cups,2
"""Monica had trouble paying off them loan unlike Sarah because Sarah was an infrequent gambler.""",Monica,Sarah,2
Derrick was sad that Robert did not show up forgot they had an agreement to meet each other.,Derrick,Robert,2
"""She may well be suspecting that her old makeup was harder because her <blank> was harder after she put it on her skin.""",makeup,skin,1
"""Kevin did draw the blood from Ian's arm, because Ian was giving it to do some tests.""",Kevin,Ian,2
"""Carrots because everyone in her family would have hated the <blank>.""",carrots,potatoes,1
"""They were wanting to move the bed thru the door. The _ was way too small.""",door,bed,1
"""Erin did not learn to play the cello well because she was very impatient.""",Betty,Erin,2
"""Logan did end the one-sided relationship they were having with Robert.  _ am feeling relieved.""",Logan,Robert,1
Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty,2
Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin,Betty,1
"""I chose to drive the car over the truck because the  _ed is having a small amount of gas.""",car,truck,2
"""The car <blank> did have a large amount of gas, so I am choosing to drive it over the truck.""",car,truck,1
"""It is boring that Carrie's diary is boring, and the one Jennifer writes is interesting. _ is living a simple life.""",Carrie,Jennifer,1
"""Ian's hair is being worked on by Craig, so it's may well be the customer.""",Ian,Craig,1
"""Megan and Patricia hung out really for the comedian's second set. Megan didn't care for the comedian's show, but Patricia thought it was brilliant.""",Megan,Patricia,2
"""Didn't he like filling the bucket with the hose better than the faucet, because the <blank> provided extra water pressure?""",faucet,hose,2
"""Christine was watching makeup tutorials while Amy was not, wanting to forget how to rather quickly put blush on correctly.""",Christine,Amy,2
Diana did go to the laundromat and she did use the washer but not the dryer because she only had enough money for  _ one.,washer,dryer,1
"""Didn't he decide to hide it in the _ because she drank the water fast?""",cake,water,1
"The woman did avoid the hole but easily did step quickly over the pit, because the <blank> was very deep.",hole,pit,1
"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",hole,pit,2
"""Weren't the leases in the city more than the leases in the country because the value of the property in the <blank> was higher?""",city,country,1
"""The refrigerator was acting up again so we called a technician to repair the part. The _ was fine when he showed up.""",refrigerator,part,1
"""Patricia has toddler-age children because _ became a mother later whereas Erin has a teenager.""",Erin,Patricia,2
Erin is having a teenager whereas Patricia is having toddler-age children because <blank> became a mother first.,Erin,Patricia,1
Kayla was very civil when dealing with Emily so <blank> would be accepted by her.,Kayla,Emily,1
"""Tanya pregnant was,  Erin did order a martini when Tanya only ordered a tonic water with lemon, because.""",Erin,Tanya,2
"""The employee tried to put the extra clothes quickly in the closets but the  _ were too small.""",closets,clothes,1
"""Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.""",Donald,Benjamin,2
"Neil was a very popular kid in school unlike Jeffrey, because _ was very extroverted.",Neil,Jeffrey,1
"I loved my old gifts but not the new dishes, because the  beautiful were so beautiful.",gifts,dishes,1
"""Didn't Betty use glue to fix Megan's toy because she was too young to use superglue?""",Betty,Megan,2
Jason did ask the company if they were hiring because <blank> is having a job.,Jason,Craig,2
The game on television was very important for Ian but Dennis because <blank> was into music instead.,Ian,Dennis,2
"""Didn't the virus stick very much to the clothes better than it did stick to the walls because deterrents were less on them?""",walls,clothes,2
"The virus stuck really to the clothes better than it stuck to the walls, because the <blank> had more deterrents on them.",walls,clothes,1
"""Didn't Maria get food during the slow dance because <blank> may well have broken up with her significant other while Natalie stayed on the floor?""",Natalie,Maria,2
"Didn't Natalie stay on the floor for the slow dance while Maria did get food during it, because she currently is having a significant other?",Natalie,Maria,1
"""Didn't Adam always spend all of the free time watching Tv unlike Hunter, lazy, who volunteered?""",Adam,Hunter,1
""" So _ ignored their ear because Jessica has a ear infection and Felicia was fine.""",Jessica,Felicia,2
"""Didn't Felicia use the restroom because <blank> is a grownup?""",Samantha,Felicia,2
"""James did wash his foot in the bowl of water and the <blank> got dirty after he walked barefoot.""",foot,water,2
"""When Benjamin put the family into debt, Adam filed for divorce; then the judge gave a look.""",Benjamin,Adam,2
Adam filed for divorce; then the judge gave a withering look.,Benjamin,Adam,1
"""Monica, who was old enough to read, and Erin did read a book.""",Erin,Monica,1
"""The box and glove slid down James's hand. He was wearing a glove, hence he did remove it and did lift it again. The <blank> is dry.""",glove,hand,2
"""The box did slide down very quickly down James hand when he was wearing a glove. He did remove it and did lift it again. The box is slippery.""",glove,hand,1
The building's ancient foundation was re-enforced with a steel alloy during the remodel because the _ was strengthening.,foundation,steel,2
When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to fill the _ and was dehydrated.,snacks,water bottles,2
"""When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to bring the  _ and was starving.""",snacks,water bottles,1
"""She is wanting to learn how to pair wine so she bought a book instead of using a magazine because it was too broad.""",magazine,book,1
"""Tanya read the contract carefully before signing it but Patricia didn't. Patricia may well get ripped off by the shady merchant.""",Tanya,Patricia,1
"""The garbage can smells much worse than the recycling, so <blank> may well be a lot more being sterile.""",garbage,recycling,2
"""My pain was not nearly as bad as Joe's burn because the it Joe did have was uncontrollable.""",pain,burn,2
"""The hotel had a terrible gym but a nice restaurant; the <blank> was something management is attending to.""",gym,restaurant,2
"""Kyle refrained from drinking easily, but not Eric never enjoyed the taste of alcohol.""",Kyle,Eric,1
"""Cynthia did eat all of the dessert while Sarah did not have any since trying not to lose any weight.""",Cynthia,Sarah,1
"Mary went to the office to receive a new card with her photo on it, and discarded a sticker temporary.",sticker,card,1
"The new cream didn't remove the warts like the last lotion, because the _ is not being powerful enough.",cream,lotion,1
"""Kenneth accused is of drywall destroying in Jeffrey's house, who is leasing out the house.""",Kenneth,Jeffrey,2
"Kenneth destroying drywall in Jeffrey's house, Jeffrey is renting.",Kenneth,Jeffrey,1
Adam was cold and Michael was hot so  did remove off quickly a heavy jacket to withstand the freezing weather.,Adam,Michael,2
After a short time we did stop pouring the tea glass in quickly the pot because the <blank> was full.,glass,pot,2
"""After a short time we did stop pouring the tea glass in the pot because the <blank> emptied was empty.""",glass,pot,1
I did give him the _ since he was bad.,sausage,ball,2
John decided to grow a new breed of plant in his garden but the _ is big.,garden,plant,2
"""Erin was sick of the pests like Amy always, so she did decide to lay low.""",Erin,Amy,2
"William is wanting to go biking but Aaron is wanting to stay home, so _ went out by themselves.",William,Aaron,1
Angela is loving to wear sunglasses but Jessica didn't. _ bought a fancy new pair of shoes.,Angela,Jessica,2
"""Weren't they caught napping in class more often because <blank> stayed up all night?""",Monica,Katrina,1
The highlands were a lot colder than the beaches because the _ were lower down in elevation.,highlands,beaches,2
"""Cynthia didn't have good grammar because she may well have studied math in college""",Christine,Cynthia,2
Jessica was given a sapphire ring by Christine for her birthday because she liking sapphires.,Jessica,Christine,1
The waist of Joel measured more inches than that of Kevin because _ ate much less.,Joel,Kevin,2
"""The lips on Cynthia were much bigger than Monica's. She was hit with a softball in the mouth.""",Cynthia,Monica,1
"""The lips on Cynthia were much smaller than Monica because she did get hit with a softball in the mouth.""",Cynthia,Monica,2
Mary goes quickly around telling everyone that Christine is too clingy because <blank> is liking to be touched.,Mary,Christine,2
The parakeet flew to Hunter but past Samuel because they had some bird seed in their hand.,Hunter,Samuel,1
"""John opened the window really for air to come him when he was sweating in his bedroom. The <blank> is cold.""",bedroom,air,2
"""Even though Ian had less of a sweet tooth than Robert, I am liking chocolate more.""",Ian,Robert,1
"""James walked into a ditch while trying to catch the ball thrown at him. The _ is farther.""",ditch,ball,2
"""Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the <blank> industry.""",catering,food wholesale,1
"Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers she work in the _ industry.",catering,food wholesale,2
Maria never received flowers from the customers unlike Monica polite.,Maria,Monica,2
Hugh scrubbed the mold in his apartment with a cleaner but had to call a pro because the _ was too weak.,mold,cleaner,2
"""Christopher tried to empty all the water from quickly the tank in the yard because Michael had asked him to, but wasn't able to get it all out.""",Christopher,Michael,1
"""The watch cut could not fit on the arm properly because it had been cut by a blade. The _ was short.""",Watch,Blade,1
"""Randy injured their elbow playing basketball against Lawrence, so they said sorry.""",Randy,Lawrence,2
"""John did sell the three chairs and used the money to buy twelve shoes. The _ were cheaper.""",chairs,shoes,2
John did sell the three chairs and used the money to buy twelve shoes. The _ were more expensive.,chairs,shoes,1
The barista loved to make all types of coffee including iced and hot. The loved coffee was popular in the cooler weathers.,iced,hot,2
The barista is loving to make all types of coffee including iced and hot. The <blank> coffee was popular in the hotter weathers.,iced,hot,1
"The apartment lived in was a lot smaller than Megan, because _ had a little salary.",Samantha,Megan,1
"""Frankly, the girl did put her money quickly in the bag instead of her pocket although the bully would look in the <blank>.""",pocket,bag,2
"""The girl did put her money in her bag instead of she pocket because the bully looked in the <blank>.""",pocket,bag,1
"""Betty and Cynthia ignore Google to search for information because Betty is trusting in it and Cynthia isn't.""",Betty,Cynthia,2
"""Irena isn't liking other people living in something before her so she felt more comfortable buying the house instead of mansion old.""",house,mansion,2
"""Kevin because he had no broken bones was not able to run fast compared to William.""",Kevin,William,2
"""Frankly, I did not see the sign on the billboard on the highway because the  was too huge.""",sign,billboard,2
I did not see the sign on the billboard on the highway because the _ was too tiny.,sign,billboard,1
Logan did feel exultant after Logan did pitch a ball that got clobbered for a home run by Justin in a baseball game.,Logan,Justin,2
"""Angela thought that Elena talked too slowly and <blank> had a hard time being understood when they spoke.""",Angela,Elena,2
"""Joel did complain to Ian about the condition of the house. Ian is preferring a messy space.""",Joel,Ian,2
"At Jan's home, she dusted the dresser more frequently than the fan, because easier to reach.",fan,dresser,2
"At Jan's home, she dusted the dresser more frequently than the fan, because the _ was more difficult to reach.",fan,dresser,1
"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he did warn me to not be letting the warmed get too warm.",ice,pad,2
"""I strained a muscle. The doctor suggested alternating between ice and a heating pad, but he warned me to not let it get too cold.""",ice,pad,1
"""Kayla was more disgusted than Erin when other people were smoking, avoided smoke.""",Kayla,Erin,1
"""Benjamin has a spouse and Kyle is single so <blank> is celebrating their independence that year.""",Benjamin,Kyle,2
"""Christopher and Hunter did teach each other to play go fish so that they had someone to play with.""",Christopher,Hunter,1
"""Carrie was helping Patricia diet and exercise at the gym to lose weight because Patricia used to be overweight.""",Carrie,Patricia,1
"""Didn't I have to rake more leaves at the house than at the office because there were more trees at the <blank>?""",house,office,1
"""The quality of music produced largely depends on the instrument used. The _ is vital.""",Music,Instrument,2
"""Didn't Michael make pickled eggs for Kenneth, but really loved his own and is wanting to share them?""",Michael,Kenneth,2
Henry is wanting to stop yelling and start using a more effective type of communication because the <blank> is nice.,yelling,communication,2
"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the  ___ was heavier.",camera,tripod,1
"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was lighter.",camera,tripod,2
The dog did run into suddenly the bedroom during the rainstorm while we stayed in the kitchen because the rain was louder in the _.,kitchen,bedroom,1
The dog ran into suddenly the bedroom during the rainstorm while we stayed in the kitchen because the rain was softer in the <blank>.,kitchen,bedroom,2
"""Maria did give Samantha the blue floral pants because <blank> didn't fit into them very well.""",Maria,Samantha,1
Lindsey went into the woods to French kiss deer every year was considered more masculine than Amy.,Lindsey,Amy,2
He was late for the party but on time for the sleepover because the  did finish had just finished.,party,sleepover,1
"""Cynthia had to pee after one large coffee but Betty did not, as is having a very big bladder.""",Cynthia,Betty,2
"""Cynthia had to pee after one large coffee but Betty did not have a very small bladder.""",Cynthia,Betty,1
The remote control worked better than the toy car because the batteries in the _ were fresher.,remote control,toy car,1
"""Emily and Natalie were involved in a transaction. Thinking she sold too low, she kept a really cool attitude later.""",Emily,Natalie,2
"Aaron drank plenty of water before the hike, but Christopher forgot to, so he ended up staying hydrated.",Aaron,Christopher,1
"""Christopher forgot to drink plenty of water before the hike, so <blank> may well have ended up getting dehydrated.""",Aaron,Christopher,2
Samantha's TV costs more than those because <blank> was poor.,Samantha,Carrie,2
"""The bought TV costs more than those of she, because Samantha was rich.""",Samantha,Carrie,1
"""Carrie had an easier time crawling through the narrow tunnel than Patricia because Patricia was larger.""",Carrie,Patricia,2
"""Cynthia did give a rabbit as a companion to Carrie because <blank> am thinking they were lonely.""",Cynthia,Carrie,1
"Cynthia gave a rabbit as a companion to Carrie, explained they were lonely.",Cynthia,Carrie,2
"""Smoke still rose from the house but had subsided at the barn. The fire did douse at the _ .""",house,barn,2
"""Although William liked animals less overall than Justin, he couldn't stand to really be around hamsters.""",William,Justin,2
"Katrina did drive Emily to the prison, so <blank> could say goodbye to them before they went to jail.",Katrina,Emily,1
Ian and Steven decided to do their own thing.,Ian,Steven,1
"""Tired, Ian stuck very much to their routine while Steven had luck with one.""",Ian,Steven,2
"""Mayn't Katrina want to build a new picture frame for Samantha's portrait because <blank> is an inexperienced woodworker?""",Katrina,Samantha,2
"""Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because Elena is loving small dogs.""",Victoria,Elena,1
"""Carrie and Laura kept written records of their expenses but not Laura because <blank> had a faulty memory.""",Carrie,Laura,1
"""Carrie did keep written records of them expenses but not Laura because Laura is having a sharp memory.""",Carrie,Laura,2
"My employer offers a bonus of either a phone or a television, but unfortunately the <blank> is just way too large to be useful.",phone,television,1
"My employer offers a bonus of either a phone or a television, but the  is just too small to be useful.",phone,television,2
"""Samantha wasn't interested in hearing about Tanya's awesome marriage, because they were happy all the time.""",Samantha,Tanya,2
"Samantha wants to reduce smoking by relying on a new patch and therapy video, but the video did bore.",patch,video,2
"""Craig had a slower running phone than Logan because Logan had more apps running on them.""",Craig,Logan,1
Craig had a faster running phone than Logan because <blank> had more apps running on they.,Craig,Logan,2
"The roof would have to be repaired using tarps or shingles before the storm comes. The _ are a temporary fix, though.",tarps,shingles,1
"""Frankly, Betty had more burns on their hands than Amy because worked as a welder.""",Betty,Amy,1
"""Mary is wanting to surprise Cynthia with a puppy for Christmas, so _ asked about allergies to dogs.""",Mary,Cynthia,1
"""Keeping the doors closed and the windows opened did keep the apartment cool, because the  _  let out the heat.""",doors,windows,2
"""Keeping the doors closed and the windows opened did keep the apartment cool because the heat was kept out by""",doors,windows,1
"""The student did try to write down the notes on the papers but the <blank> were too long.""",papers,notes,2
"Samuel had a shorter expected lifespan than Kenneth, so did procrastinate in following all their dreams.",Samuel,Kenneth,2
The personal trainer did give Laura but not Victoria the more difficult exercise because <blank>.,Laura,Victoria,1
"""The personal trainer did give Laura but not Victoria the more difficult exercise because Victoria is out of shape.""",Laura,Victoria,2
"When the car was brought up into the shop, the brake and wheel were addressed since the <blank> was fixed.",brake,wheel,2
"""At the dance, Adam did ask the girl to dance before Donald, so Donald may well be angry with himself.""",Adam,Donald,2
"""If I am wanting to build a swing should I build it out of wood or use a tire? Seems like it would get dirty and gross inside.""",tire,wood,1
"""If I am wanting to build a swing, I should build it out of wood or use a tire. It seems like they would get rotten eventually.""",tire,wood,2
"""The beef tasted better than the pork did although the _ had been slightly undercooked.""",pork,beef,2
"""The chef did add butter to the pan on the stove and it did begin to melt right away because the  was hot.""",pan,butter,1
"""Didn't the chef add butter to the pan on the stove and didn't it begin to melt right away because the  _ was soft?""",pan,butter,2
Natalie had a pig while Jennifer had a cow so _ thought mines smaller so its better.,Natalie,Jennifer,1
"""The sink in the bathroom is looking good but the toilet leaking so James did keep the <blank>.""",toilet,sink,2
Rebecca slept in the hammock in the backyard while Tanya gardened tired.,Rebecca,Tanya,1
"""The bagel shop was closer to Michael than Joel because Michael and Joel lived in different areas of town.""",Michael,Joel,2
Rachel but not Christine may well have been tracked down by police because _ made it to the hideout.,Rachel,Christine,2
"""Rachel because she did not make it to the hideout, but Christine was not.""",Rachel,Christine,1
"""Benjamin had less piercings than Jeffrey did so it was harder for _ to get a job.""",Benjamin,Jeffrey,2
"Rachel is wanting children, but Megan did have no interest, so _ looked for someone else to have babies with.",Rachel,Megan,1
"""Rachel is wanting children, but Megan had no interest, so did look for someone else to have freedom with.""",Rachel,Megan,2
"""Joe did drink his milk and did try to dunk his cookie in the glass but the _ was too small.""",cookie,glass,2
Joe did drink his milk and tried to dunk his cookie in the glass but it was too big.,cookie,glass,1
"""Anxiety may well be a feeling Rebecca gets when she has to face Erin who is a probation officer, _ does not a fear of authority.""",Rebecca,Erin,2
Adam cried when Donald had a stubbed toe since a look pained was on his face.,Adam,Donald,2
"""The bank did permit Michael to open a checking account, but not Matthew, because <blank> is being employed.""",Michael,Matthew,1
"The bank is permitting Michael to open a checking account, but not Matthew, because <blank> unemployed.",Michael,Matthew,2
"""The children were not vaccinated which was fine with Betty but annoyed Mary. _ knew they make kids autistic.""",Betty,Mary,2
Mary may well be believing they made kids autistic.,Betty,Mary,1
"""Megan because _ grew up around them, firing a shotgun came more naturally than Tanya.""",Megan,Tanya,1
_ ignored drinking milk from the bottle because Rachel was thirsty and Erin already drank some water.,Rachel,Erin,2
_ did drink milk from the bottle because Rachel was thirsty and Erin already drank some water.,Rachel,Erin,1
"""Dentures or implants are needed by Donna for her bad teeth. She chose _ because they are cheaper.""",dentures,implants,1
"""Implants because they are permanent.""",dentures,implants,2
"We were going out really on the dock later in the day after we couldn't all fit in the boat, because the <blank> was confined.",dock,boat,2
"""Natalie tended to wear their hair in a ponytail, while Maria wasn't able to, because them had long hair.""",Natalie,Maria,1
"""The pine trees were still green in December, but the oak trees were not, because the <blank> keep their leaves in fall.""",oak trees,pine trees,2
"The pine trees were still green in December, but the oaks were not, because oaks losing quickly their leaves in the fall.",oak trees,pine trees,1
"""Fiction books were interesting and easy to read for Logan but not Brett because I am enjoying very much real tales.""",Logan,Brett,2
"Joel and Neil had many extra possessions while the other didn't, so had to rent a storage shed.",Joel,Neil,1
"""Joel had many extra possessions while Neil didn't, so he didn't have to rent a storage shed.""",Joel,Neil,2
"Jeffrey is thinking Craig may well have had gum and asked for a piece, because <blank> had fresh breath.",Jeffrey,Craig,2
"Jeffrey is thinking Craig may well have had gum and asked for a piece, because <blank> had bad breath.",Jeffrey,Craig,1
"""Remembering to bring their charger, Benjamin is able to use their device for longer than Steven.""",Benjamin,Steven,1
"""Rachel was pretty scared to get their lip pierced but had them done and cried.""",Laura,Rachel,2
"""The wound responded quickly to the rubbing alcohol, but slowly to the ointment because it is more efficient.""",rubbing alcohol,ointment,1
He did try to use the rag to clean the bacteria off the table but the <blank> was too large.,bacteria,table,2
"""She decided to report the accident and the burglary, but the <blank> reported is requiring much more investigation.""",burglary,accident,1
"""She decided to report the accident and the burglary. Much less investigation was required.""",burglary,accident,2
"""Brian informed Aaron them coach had scheduled an extra event on Saturday morning since _ was present at yesterday's practice.""",Brian,Aaron,1
For work I can either get there by car or bicycle. I'm going to take the _ today because the weather is supposed to be rainy.,bicycle,car,2
"""No one may well have noticed the spot small because the <blank> is small""",spot,skin,1
"Developed a sore knee during his race against Kyle, Kyle did win the race.",William,Kyle,2
"""I couldn't figure out what my costume would be for Halloween, Peter Pan or Snow White. Wouldn't I have to wear a dress?""",Peter Pan,Snow White,2
"""I couldn't figure out what my costume would be for Halloween Peter Pan or Snow White. I'd have to make myself a boy.""",Peter Pan,Snow White,1
"""James passport was kept inside the purse. He never knew the _ is that small.""",passport,purse,1
"""Purse that is that big.""",passport,purse,2
"""Frankly, of the two owners, Jessica was far worse than Jennifer, because they are liking to very much treat the dogs.""",Jessica,Jennifer,2
"""Wasn't Jessica far worse than Jennifer, because like to beat the dogs?""",Jessica,Jennifer,1
"""The handle of the spoon was submerged in the cup of tea because the _ is short.""",cup,spoon,2
"""Approved for botox therapy, Tom recently did get . He had a choice between locations and went with his weekday convenience of the _ .""",office,house,1
"""The water in the car was cooler than the water in the truck because the engine in the  was more recently.""",truck,car,1
The water in the car was hotter than the water in the truck because the engine in the <blank> more recently.,truck,car,2
"""They did paint their room with a subdued paint color.""",Jessica,Natalie,2
Research came easy to Monica as compared to Erin because _ 's father was a landscaper.,Monica,Erin,2
"""Because of his rash, he opted not to wash with soap but with oil, as it is being soothed.""",soap,oil,2
Didn't James take out quickly a seat from his office to create more space? That <blank> is too big.,seat,office,1
Wasn't his addiction getting bad so they did hand him over to therapy and did stop taking medicine since the <blank> was cheaper?,therapy,medicine,1
"""Wasn't it easier for the diner to follow their budget than the food truck because the <blank> had more money to spend?""",diner,food truck,1
"""Was it easier for the diner to follow their budget than the food truck because the <blank> had less money to spend?""",diner,food truck,2
"""Donald stuck his nose up and scoffed at William's outfit, saying that it looked like the working class.""",Donald,William,2
"""Didn't we get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the <blank> is making me hungry?""",omelet,hash brown,2
"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown because full.",omelet,hash brown,1
"""Didn't Brett throw quickly away all the soda and junk food to reduce Leslie's dependence on unhealthy foods because he is caring for his health?""",Brett,Leslie,1
"""Therapy and medicines are needed by Gem to cope with her broken leg. She preferred the <blank> because it was painless.""",medicine,therapy,1
"""Frankly, Lawrence was excited.""",Neil,Lawrence,1
Neil told Lawrence that he was training to be a race car driver. _ may well worry about him.,Neil,Lawrence,2
"""the water poured freely into the hole until it disappeared, the _ was little.""",hole,water,2
"The water did pour freely into the hole until it disappeared, the _ was deep.",hole,water,1
"""Elena was an excellent flight attendant when Sarah boarded the plane with a fear of flying because she was able to overcome them fears.""",Elena,Sarah,2
"""Isn't she wanting to sew a shirt from silk she bought and a jacket in denim from old jeans so the shirt and jacket was recycled?""",denim,silk,1
"""Frankly, Betty did tell Rebecca that she is suffering from memory loss, unwillingly. Rebecca distraught was.""",Betty,Rebecca,1
"""Sit-ups and push-ups are for her abs.""",sit-ups,pushups,1
Carla start doing sit-ups and pushups for her weak spots. The _ are for her chest.,sit-ups,pushups,2
"""Christopher and Joel got shampoo out by quickly the sink and sat in the chair, so they were getting ready to wash each other's hair.""",Christopher,Joel,2
"""Didn't Dennis invite Joseph on a trip to the hatchery tomorrow morning because he was also interested in fish?""",Dennis,Joseph,2
The man finally decided to become a guardian for the child at the orphanage because the  is loving.,orphanage,guardian,2
"Angela's room was a lot lighter than Rebecca's room, because the light of _ went out.",Angela,Rebecca,2
"""Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because <blank> wanted to erase it later.""",Megan,Jennifer,1
"""Megan did write on the paper with a pencil unlike Jennifer who did write with a pen, because <blank> is wanting to keep it for later.""",Megan,Jennifer,2
Laura asked Rachel if she could borrow some clothes because _ loved her fashion sense.,Laura,Rachel,1
